,Image,Dice_base,K
32,278147989796380509519073707235611243961_lgo9hx.png,0.8144757002811538,5
33,278147989796380509519073707235611243961_lgo9hx.png,0.8402264725438157,7
34,278147989796380509519073707235611243961_lgo9hx.png,0.8402264725438157,9
35,245895219126534788779109786698958326807_1a9ait.png,0.8196109316387797,1
36,245895219126534788779109786698958326807_1a9ait.png,0.8314428715536409,3
37,245895219126534788779109786698958326807_1a9ait.png,0.8314428715536409,5
38,245895219126534788779109786698958326807_1a9ait.png,0.8462095605987445,7
39,245895219126534788779109786698958326807_1a9ait.png,0.8462095605987445,9
40,47513502650936350354964244779459913004-3_th1gik.png,0.823372183255671,1
41,47513502650936350354964244779459913004-3_th1gik.png,0.823372183255671,3
42,47513502650936350354964244779459913004-3_th1gik.png,0.8712014505200878,5
43,47513502650936350354964244779459913004-3_th1gik.png,0.8712014505200878,7
44,47513502650936350354964244779459913004-3_th1gik.png,0.8712014505200878,9
45,182153357033863986819477081579951131676_yetgon.png,0.8695432232164175,1
46,182153357033863986819477081579951131676_yetgon.png,0.8695432232164175,3
47,182153357033863986819477081579951131676_yetgon.png,0.8695432232164175,5
48,182153357033863986819477081579951131676_yetgon.png,0.8695432232164175,7
49,182153357033863986819477081579951131676_yetgon.png,0.87607146938931,9
50,146381384591357414868726401545939282660_96eirs.png,0.8539848781620253,1
51,146381384591357414868726401545939282660_96eirs.png,0.8539848781620253,3
52,146381384591357414868726401545939282660_96eirs.png,0.9048173889740109,5
53,146381384591357414868726401545939282660_96eirs.png,0.9048173889740109,7
54,146381384591357414868726401545939282660_96eirs.png,0.9048173889740109,9
55,111016754890854009969250427027267219881_wkp0ya.png,0.8221067301550432,1
56,111016754890854009969250427027267219881_wkp0ya.png,0.8642685268031655,3
57,111016754890854009969250427027267219881_wkp0ya.png,0.8642685268031655,5
58,111016754890854009969250427027267219881_wkp0ya.png,0.8642685268031655,7
59,111016754890854009969250427027267219881_wkp0ya.png,0.8642685268031655,9
60,282084762366059076387208905274707563447_d4ptrb.png,0.8152537354266846,1
61,282084762366059076387208905274707563447_d4ptrb.png,0.8713092077296706,3
62,282084762366059076387208905274707563447_d4ptrb.png,0.8713092077296706,5
63,282084762366059076387208905274707563447_d4ptrb.png,0.8713092077296706,7
64,282084762366059076387208905274707563447_d4ptrb.png,0.8713092077296706,9
65,64947154984935334365130497226051564059_piq56n.png,0.754899521653821,1
66,64947154984935334365130497226051564059_piq56n.png,0.8090669039885531,3
67,64947154984935334365130497226051564059_piq56n.png,0.8090669039885531,5
68,64947154984935334365130497226051564059_piq56n.png,0.8090669039885531,7
69,64947154984935334365130497226051564059_piq56n.png,0.8090669039885531,9
70,173480850478104643017119358503404014196_qey2vk.png,0.6752191823777798,1
71,173480850478104643017119358503404014196_qey2vk.png,0.7736622799226526,3
72,173480850478104643017119358503404014196_qey2vk.png,0.7767518897331572,5
73,173480850478104643017119358503404014196_qey2vk.png,0.7767518897331572,7
74,173480850478104643017119358503404014196_qey2vk.png,0.7767518897331572,9
75,117922406082772720514160287292487390144_3qnpe6.png,0.8173518833050255,1
76,117922406082772720514160287292487390144_3qnpe6.png,0.8464181875953929,3
77,117922406082772720514160287292487390144_3qnpe6.png,0.8464181875953929,5
78,117922406082772720514160287292487390144_3qnpe6.png,0.8464181875953929,7
79,117922406082772720514160287292487390144_3qnpe6.png,0.8487957451204611,9
80,112456448066531979951054695594530500685_wrc6wl.png,0.7732395687359118,1
81,112456448066531979951054695594530500685_wrc6wl.png,0.8581992290615094,3
82,112456448066531979951054695594530500685_wrc6wl.png,0.8581992290615094,5
83,112456448066531979951054695594530500685_wrc6wl.png,0.8581992290615094,7
84,112456448066531979951054695594530500685_wrc6wl.png,0.8581992290615094,9
85,114041240061582113028394479929792704149_u7xmxu.png,0.7508787797808704,1
86,114041240061582113028394479929792704149_u7xmxu.png,0.8082983257378445,3
87,114041240061582113028394479929792704149_u7xmxu.png,0.8253097181819506,5
88,114041240061582113028394479929792704149_u7xmxu.png,0.8253097181819506,7
89,114041240061582113028394479929792704149_u7xmxu.png,0.8253097181819506,9
90,10155709300728342918543955138521808206_f7cj92.png,0.8143866964665332,1
91,10155709300728342918543955138521808206_f7cj92.png,0.8454373000368074,3
92,10155709300728342918543955138521808206_f7cj92.png,0.8454373000368074,5
93,10155709300728342918543955138521808206_f7cj92.png,0.8454373000368074,7
94,10155709300728342918543955138521808206_f7cj92.png,0.8454373000368074,9
95,327043651451092435505761971551575640871_3qwimg.png,0.8199454888862098,1
96,327043651451092435505761971551575640871_3qwimg.png,0.8511236419559142,3
97,327043651451092435505761971551575640871_3qwimg.png,0.8511236419559142,5
98,327043651451092435505761971551575640871_3qwimg.png,0.8511236419559142,7
99,327043651451092435505761971551575640871_3qwimg.png,0.859917570466187,9
100,1256842362861431725328351539259305635_u1qifz.png,0.7550230176827432,1
101,1256842362861431725328351539259305635_u1qifz.png,0.8660808008072981,3
102,1256842362861431725328351539259305635_u1qifz.png,0.8660808008072981,5
103,1256842362861431725328351539259305635_u1qifz.png,0.8660808008072981,7
104,1256842362861431725328351539259305635_u1qifz.png,0.9198308034347201,9
105,289108620230468119174968226927683707287_9wupg2.png,0.7120808505666549,1
106,289108620230468119174968226927683707287_9wupg2.png,0.7977679811449959,3
107,289108620230468119174968226927683707287_9wupg2.png,0.7977679811449959,5
108,289108620230468119174968226927683707287_9wupg2.png,0.7977679811449959,7
109,289108620230468119174968226927683707287_9wupg2.png,0.7977679811449959,9
110,199072368172967010909636348828886390156_co5vik.png,0.8633885835844708,1
111,199072368172967010909636348828886390156_co5vik.png,0.8633885835844708,3
112,199072368172967010909636348828886390156_co5vik.png,0.9048475398881608,5
113,199072368172967010909636348828886390156_co5vik.png,0.9048475398881608,7
114,199072368172967010909636348828886390156_co5vik.png,0.9048475398881608,9
115,257475948814337233640540177569885227207_jaj8iw.png,0.7615257436317614,1
116,257475948814337233640540177569885227207_jaj8iw.png,0.7711951929396301,3
117,257475948814337233640540177569885227207_jaj8iw.png,0.8096953438352252,5
118,257475948814337233640540177569885227207_jaj8iw.png,0.8096953438352252,7
119,257475948814337233640540177569885227207_jaj8iw.png,0.8096953438352252,9
120,126455653911678893263056441159987922516_uz7fwy.png,0.8179850898136657,1
121,126455653911678893263056441159987922516_uz7fwy.png,0.8373140998196859,3
122,126455653911678893263056441159987922516_uz7fwy.png,0.8373140998196859,5
123,126455653911678893263056441159987922516_uz7fwy.png,0.8373140998196859,7
124,126455653911678893263056441159987922516_uz7fwy.png,0.8373140998196859,9
125,287658295007948631772703202498743716060_3yiz93.png,0.7031526469771179,1
126,287658295007948631772703202498743716060_3yiz93.png,0.777277047748124,3
127,287658295007948631772703202498743716060_3yiz93.png,0.7991758324695843,5
128,287658295007948631772703202498743716060_3yiz93.png,0.8060388987697629,7
129,287658295007948631772703202498743716060_3yiz93.png,0.8487066810514959,9
130,131603548504748381186066883008735293279_x4x4ls.png,0.8777091552735221,1
131,131603548504748381186066883008735293279_x4x4ls.png,0.8777091552735221,3
132,131603548504748381186066883008735293279_x4x4ls.png,0.8777091552735221,5
133,131603548504748381186066883008735293279_x4x4ls.png,0.8777091552735221,7
134,131603548504748381186066883008735293279_x4x4ls.png,0.8777091552735221,9
135,CHNCXR_0411_1.png,0.8560627611877507,1
136,CHNCXR_0411_1.png,0.8636644070897389,3
137,CHNCXR_0411_1.png,0.8813190917832932,5
138,CHNCXR_0411_1.png,0.8813190917832932,7
139,CHNCXR_0411_1.png,0.8813190917832932,9
140,CHNCXR_0103_0.png,0.8688033613179404,1
141,CHNCXR_0103_0.png,0.9120959498240756,3
142,CHNCXR_0103_0.png,0.9120959498240756,5
143,CHNCXR_0103_0.png,0.9251055783170501,7
144,CHNCXR_0103_0.png,0.9251055783170501,9
145,CHNCXR_0225_0.png,0.792623611013364,1
146,CHNCXR_0225_0.png,0.9010836607883395,3
147,CHNCXR_0225_0.png,0.9010836607883395,5
148,CHNCXR_0225_0.png,0.9010836607883395,7
149,CHNCXR_0225_0.png,0.9010836607883395,9
150,CHNCXR_0263_0.png,0.8687033249298387,1
151,CHNCXR_0263_0.png,0.8816818125823234,3
152,CHNCXR_0263_0.png,0.8816818125823234,5
153,CHNCXR_0263_0.png,0.8907424261300888,7
154,CHNCXR_0263_0.png,0.8907424261300888,9
155,CHNCXR_0627_1.png,0.8570861310335308,1
156,CHNCXR_0627_1.png,0.8570861310335308,3
157,CHNCXR_0627_1.png,0.9102603208910347,5
158,CHNCXR_0627_1.png,0.9102603208910347,7
159,CHNCXR_0627_1.png,0.9102603208910347,9
160,CHNCXR_0077_0.png,0.8576770732149238,1
161,CHNCXR_0077_0.png,0.8576770732149238,3
162,CHNCXR_0077_0.png,0.8576770732149238,5
163,CHNCXR_0077_0.png,0.8576770732149238,7
164,CHNCXR_0077_0.png,0.8666387197900339,9
165,CHNCXR_0165_0.png,0.890553110574955,1
166,CHNCXR_0165_0.png,0.9086133026899821,3
167,CHNCXR_0165_0.png,0.9171512344625375,5
168,CHNCXR_0165_0.png,0.9171512344625375,7
169,CHNCXR_0165_0.png,0.9171512344625375,9
170,CHNCXR_0390_1.png,0.8641828832574474,1
171,CHNCXR_0390_1.png,0.8716587640683618,3
172,CHNCXR_0390_1.png,0.8777909740706804,5
173,CHNCXR_0390_1.png,0.9112161100736861,7
174,CHNCXR_0390_1.png,0.9118680465270561,9
175,CHNCXR_0416_1.png,0.860314651816036,1
176,CHNCXR_0416_1.png,0.860314651816036,3
177,CHNCXR_0416_1.png,0.8895039284929427,5
178,CHNCXR_0416_1.png,0.8895039284929427,7
179,CHNCXR_0416_1.png,0.8895039284929427,9
180,CHNCXR_0247_0.png,0.8072080003054237,1
181,CHNCXR_0247_0.png,0.8353649468710274,3
182,CHNCXR_0247_0.png,0.8353649468710274,5
183,CHNCXR_0247_0.png,0.8353649468710274,7
184,CHNCXR_0247_0.png,0.8353649468710274,9
185,CHNCXR_0599_1.png,0.8545338364524242,1
186,CHNCXR_0599_1.png,0.8545338364524242,3
187,CHNCXR_0599_1.png,0.8570654242730177,5
188,CHNCXR_0599_1.png,0.8810279175375783,7
189,CHNCXR_0599_1.png,0.8810279175375783,9
190,CHNCXR_0172_0.png,0.9002875527947901,1
191,CHNCXR_0172_0.png,0.9002875527947901,3
192,CHNCXR_0172_0.png,0.9002875527947901,5
193,CHNCXR_0172_0.png,0.9002875527947901,7
194,CHNCXR_0172_0.png,0.9183136724624881,9
195,CHNCXR_0659_1.png,0.8947223209163936,1
196,CHNCXR_0659_1.png,0.8947223209163936,3
197,CHNCXR_0659_1.png,0.8947223209163936,5
198,CHNCXR_0659_1.png,0.8947223209163936,7
199,CHNCXR_0659_1.png,0.8947223209163936,9
200,CHNCXR_0420_1.png,0.8879377820068142,1
201,CHNCXR_0420_1.png,0.8879377820068142,3
202,CHNCXR_0420_1.png,0.8912809170713584,5
203,CHNCXR_0420_1.png,0.8912809170713584,7
204,CHNCXR_0420_1.png,0.924654016187663,9
205,CHNCXR_0100_0.png,0.8973279972254986,1
206,CHNCXR_0100_0.png,0.8973279972254986,3
207,CHNCXR_0100_0.png,0.8973279972254986,5
208,CHNCXR_0100_0.png,0.8973279972254986,7
209,CHNCXR_0100_0.png,0.8973279972254986,9
210,CHNCXR_0426_1.png,0.7921399142837575,1
211,CHNCXR_0426_1.png,0.8187589519113956,3
212,CHNCXR_0426_1.png,0.8399879298738937,5
213,CHNCXR_0426_1.png,0.8904510799256627,7
214,CHNCXR_0426_1.png,0.8904510799256627,9
215,CHNCXR_0625_1.png,0.865983001703626,1
216,CHNCXR_0625_1.png,0.865983001703626,3
217,CHNCXR_0625_1.png,0.865983001703626,5
218,CHNCXR_0625_1.png,0.865983001703626,7
219,CHNCXR_0625_1.png,0.8906143970804531,9
220,CHNCXR_0440_1.png,0.7803351289203058,1
221,CHNCXR_0440_1.png,0.9315699319795442,3
222,CHNCXR_0440_1.png,0.9315699319795442,5
223,CHNCXR_0440_1.png,0.9315699319795442,7
224,CHNCXR_0440_1.png,0.9315699319795442,9
225,CHNCXR_0370_1.png,0.8062352074483926,1
226,CHNCXR_0370_1.png,0.8094063511597421,3
227,CHNCXR_0370_1.png,0.8411980868722717,5
228,CHNCXR_0370_1.png,0.8640187000468018,7
229,CHNCXR_0370_1.png,0.8771051218047964,9
230,CHNCXR_0261_0.png,0.7757677745056795,1
231,CHNCXR_0261_0.png,0.8536490883735344,3
232,CHNCXR_0261_0.png,0.8536490883735344,5
233,CHNCXR_0261_0.png,0.8581455223527408,7
234,CHNCXR_0261_0.png,0.9031631271699258,9
235,CHNCXR_0604_1.png,0.900060833325767,1
236,CHNCXR_0604_1.png,0.900060833325767,3
237,CHNCXR_0604_1.png,0.900060833325767,5
238,CHNCXR_0604_1.png,0.900060833325767,7
239,CHNCXR_0604_1.png,0.900060833325767,9
240,CHNCXR_0628_1.png,0.881299459956414,1
241,CHNCXR_0628_1.png,0.9215354705441584,3
242,CHNCXR_0628_1.png,0.9215354705441584,5
243,CHNCXR_0628_1.png,0.9215354705441584,7
244,CHNCXR_0628_1.png,0.9215354705441584,9
245,CHNCXR_0137_0.png,0.8165422804685488,1
246,CHNCXR_0137_0.png,0.8707153613706854,3
247,CHNCXR_0137_0.png,0.8707153613706854,5
248,CHNCXR_0137_0.png,0.9003402293064625,7
249,CHNCXR_0137_0.png,0.9003402293064625,9
250,CHNCXR_0173_0.png,0.8945394373965803,1
251,CHNCXR_0173_0.png,0.8945394373965803,3
252,CHNCXR_0173_0.png,0.8945394373965803,5
253,CHNCXR_0173_0.png,0.9202398262896706,7
254,CHNCXR_0173_0.png,0.9202398262896706,9
255,CHNCXR_0595_1.png,0.8213064519310249,1
256,CHNCXR_0595_1.png,0.875273337569862,3
257,CHNCXR_0595_1.png,0.8822534504059885,5
258,CHNCXR_0595_1.png,0.8822534504059885,7
259,CHNCXR_0595_1.png,0.9166599430150753,9
260,CHNCXR_0098_0.png,0.838477673104669,1
261,CHNCXR_0098_0.png,0.8450947352997739,3
262,CHNCXR_0098_0.png,0.8450947352997739,5
263,CHNCXR_0098_0.png,0.8450947352997739,7
264,CHNCXR_0098_0.png,0.8455910552556274,9
265,CHNCXR_0366_1.png,0.8534700254360934,1
266,CHNCXR_0366_1.png,0.8861052362248661,3
267,CHNCXR_0366_1.png,0.8861052362248661,5
268,CHNCXR_0366_1.png,0.8861052362248661,7
269,CHNCXR_0366_1.png,0.8861052362248661,9
270,CHNCXR_0005_0.png,0.8367022594465897,1
271,CHNCXR_0005_0.png,0.8911574027029774,3
272,CHNCXR_0005_0.png,0.8911574027029774,5
273,CHNCXR_0005_0.png,0.9047398724000207,7
274,CHNCXR_0005_0.png,0.906381487378213,9
275,CHNCXR_0567_1.png,0.8879308144313581,1
276,CHNCXR_0567_1.png,0.8879308144313581,3
277,CHNCXR_0567_1.png,0.8879308144313581,5
278,CHNCXR_0567_1.png,0.8879308144313581,7
279,CHNCXR_0567_1.png,0.8879308144313581,9
280,CHNCXR_0073_0.png,0.852597968389822,1
281,CHNCXR_0073_0.png,0.8609107403637651,3
282,CHNCXR_0073_0.png,0.8609107403637651,5
283,CHNCXR_0073_0.png,0.8703230424617528,7
284,CHNCXR_0073_0.png,0.8703230424617528,9
285,CHNCXR_0044_0.png,0.8805108099508712,1
286,CHNCXR_0044_0.png,0.8970529298823687,3
287,CHNCXR_0044_0.png,0.9031268432268774,5
288,CHNCXR_0044_0.png,0.9031268432268774,7
289,CHNCXR_0044_0.png,0.9031268432268774,9
290,CHNCXR_0582_1.png,0.8825078779004998,1
291,CHNCXR_0582_1.png,0.8825078779004998,3
292,CHNCXR_0582_1.png,0.8825078779004998,5
293,CHNCXR_0582_1.png,0.9120665247571337,7
294,CHNCXR_0582_1.png,0.9120665247571337,9
295,CHNCXR_0392_1.png,0.8291655930467134,1
296,CHNCXR_0392_1.png,0.8291655930467134,3
297,CHNCXR_0392_1.png,0.8291655930467134,5
298,CHNCXR_0392_1.png,0.8291655930467134,7
299,CHNCXR_0392_1.png,0.8965649818329098,9
300,CHNCXR_0655_1.png,0.8591379491702336,1
301,CHNCXR_0655_1.png,0.886239278681054,3
302,CHNCXR_0655_1.png,0.886239278681054,5
303,CHNCXR_0655_1.png,0.886239278681054,7
304,CHNCXR_0655_1.png,0.895550129849944,9
305,CHNCXR_0639_1.png,0.9297691373025516,1
306,CHNCXR_0639_1.png,0.9297691373025516,3
307,CHNCXR_0639_1.png,0.9297691373025516,5
308,CHNCXR_0639_1.png,0.9297691373025516,7
309,CHNCXR_0639_1.png,0.9297691373025516,9
310,CHNCXR_0307_0.png,0.7580437239315395,1
311,CHNCXR_0307_0.png,0.8711070032320843,3
312,CHNCXR_0307_0.png,0.8711070032320843,5
313,CHNCXR_0307_0.png,0.8711070032320843,7
314,CHNCXR_0307_0.png,0.8711070032320843,9
315,CHNCXR_0597_1.png,0.8553782533960368,1
316,CHNCXR_0597_1.png,0.9177128419657464,3
317,CHNCXR_0597_1.png,0.9177128419657464,5
318,CHNCXR_0597_1.png,0.9177128419657464,7
319,CHNCXR_0597_1.png,0.9177128419657464,9
320,CHNCXR_0529_1.png,0.8656243592067686,1
321,CHNCXR_0529_1.png,0.8688075636694779,3
322,CHNCXR_0529_1.png,0.8999930827229476,5
323,CHNCXR_0529_1.png,0.9143130876864951,7
324,CHNCXR_0529_1.png,0.9143130876864951,9
325,CHNCXR_0380_1.png,0.749427307076598,1
326,CHNCXR_0380_1.png,0.7857177816760819,3
327,CHNCXR_0380_1.png,0.7857177816760819,5
328,CHNCXR_0380_1.png,0.7857177816760819,7
329,CHNCXR_0380_1.png,0.8346236768356404,9
330,CHNCXR_0387_1.png,0.8303351158589221,1
331,CHNCXR_0387_1.png,0.8845546502220553,3
332,CHNCXR_0387_1.png,0.8845546502220553,5
333,CHNCXR_0387_1.png,0.8845546502220553,7
334,CHNCXR_0387_1.png,0.8845546502220553,9
335,CHNCXR_0282_0.png,0.7868722438404063,1
336,CHNCXR_0282_0.png,0.823373371163933,3
337,CHNCXR_0282_0.png,0.8365416413514116,5
338,CHNCXR_0282_0.png,0.8365416413514116,7
339,CHNCXR_0282_0.png,0.8400609490186131,9
340,CHNCXR_0452_1.png,0.8987491958631295,1
341,CHNCXR_0452_1.png,0.9059110610323445,3
342,CHNCXR_0452_1.png,0.9059110610323445,5
343,CHNCXR_0452_1.png,0.9059110610323445,7
344,CHNCXR_0452_1.png,0.9059110610323445,9
345,CHNCXR_0394_1.png,0.8814875261515936,1
346,CHNCXR_0394_1.png,0.8814875261515936,3
347,CHNCXR_0394_1.png,0.8897288252014994,5
348,CHNCXR_0394_1.png,0.8897288252014994,7
349,CHNCXR_0394_1.png,0.8897288252014994,9
350,CHNCXR_0117_0.png,0.8762609840227666,1
351,CHNCXR_0117_0.png,0.8762609840227666,3
352,CHNCXR_0117_0.png,0.8762609840227666,5
353,CHNCXR_0117_0.png,0.8762609840227666,7
354,CHNCXR_0117_0.png,0.8790673123017176,9
355,CHNCXR_0521_1.png,0.8857628449825988,1
356,CHNCXR_0521_1.png,0.8857628449825988,3
357,CHNCXR_0521_1.png,0.8857628449825988,5
358,CHNCXR_0521_1.png,0.8857628449825988,7
359,CHNCXR_0521_1.png,0.8857628449825988,9
360,CHNCXR_0543_1.png,0.8360945131858926,1
361,CHNCXR_0543_1.png,0.8560386568644842,3
362,CHNCXR_0543_1.png,0.8560386568644842,5
363,CHNCXR_0543_1.png,0.8560386568644842,7
364,CHNCXR_0543_1.png,0.8560386568644842,9
365,CHNCXR_0536_1.png,0.8737641723356009,1
366,CHNCXR_0536_1.png,0.8737641723356009,3
367,CHNCXR_0536_1.png,0.9073707451030482,5
368,CHNCXR_0536_1.png,0.9073707451030482,7
369,CHNCXR_0536_1.png,0.9073707451030482,9
370,CHNCXR_0585_1.png,0.8040809070438115,1
371,CHNCXR_0585_1.png,0.8873412419222996,3
372,CHNCXR_0585_1.png,0.8873446909138046,5
373,CHNCXR_0585_1.png,0.8873446909138046,7
374,CHNCXR_0585_1.png,0.8873446909138046,9
375,CHNCXR_0480_1.png,0.9163582052019653,1
376,CHNCXR_0480_1.png,0.9163582052019653,3
377,CHNCXR_0480_1.png,0.9163582052019653,5
378,CHNCXR_0480_1.png,0.9163582052019653,7
379,CHNCXR_0480_1.png,0.9163582052019653,9
380,CHNCXR_0640_1.png,0.8859390363815143,1
381,CHNCXR_0640_1.png,0.8859390363815143,3
382,CHNCXR_0640_1.png,0.8859390363815143,5
383,CHNCXR_0640_1.png,0.8859390363815143,7
384,CHNCXR_0640_1.png,0.8859390363815143,9
385,CHNCXR_0068_0.png,0.9065405720133387,1
386,CHNCXR_0068_0.png,0.9065405720133387,3
387,CHNCXR_0068_0.png,0.9065405720133387,5
388,CHNCXR_0068_0.png,0.9065405720133387,7
389,CHNCXR_0068_0.png,0.9065405720133387,9
390,CHNCXR_0465_1.png,0.8935737127207162,1
391,CHNCXR_0465_1.png,0.8935737127207162,3
392,CHNCXR_0465_1.png,0.8935737127207162,5
393,CHNCXR_0465_1.png,0.8935737127207162,7
394,CHNCXR_0465_1.png,0.8935737127207162,9
395,CHNCXR_0544_1.png,0.8726770700012454,1
396,CHNCXR_0544_1.png,0.8726770700012454,3
397,CHNCXR_0544_1.png,0.8726770700012454,5
398,CHNCXR_0544_1.png,0.8726770700012454,7
399,CHNCXR_0544_1.png,0.8726770700012454,9
400,CHNCXR_0048_0.png,0.8336722943481734,1
401,CHNCXR_0048_0.png,0.8662603083542488,3
402,CHNCXR_0048_0.png,0.9105662449099854,5
403,CHNCXR_0048_0.png,0.9105662449099854,7
404,CHNCXR_0048_0.png,0.9105662449099854,9
405,CHNCXR_0149_0.png,0.8759999311875312,1
406,CHNCXR_0149_0.png,0.8759999311875312,3
407,CHNCXR_0149_0.png,0.8759999311875312,5
408,CHNCXR_0149_0.png,0.8759999311875312,7
409,CHNCXR_0149_0.png,0.8766490827643031,9
410,CHNCXR_0266_0.png,0.8684829184974925,1
411,CHNCXR_0266_0.png,0.8684829184974925,3
412,CHNCXR_0266_0.png,0.8788331547275575,5
413,CHNCXR_0266_0.png,0.8820276748747004,7
414,CHNCXR_0266_0.png,0.8820276748747004,9
415,CHNCXR_0130_0.png,0.8167222855282436,1
416,CHNCXR_0130_0.png,0.8826772284058221,3
417,CHNCXR_0130_0.png,0.8826772284058221,5
418,CHNCXR_0130_0.png,0.9371427871832908,7
419,CHNCXR_0130_0.png,0.9371427871832908,9
420,CHNCXR_0572_1.png,0.7781803436565462,1
421,CHNCXR_0572_1.png,0.9254868789398425,3
422,CHNCXR_0572_1.png,0.9254868789398425,5
423,CHNCXR_0572_1.png,0.9254868789398425,7
424,CHNCXR_0572_1.png,0.9254868789398425,9
425,CHNCXR_0280_0.png,0.7723039128603115,1
426,CHNCXR_0280_0.png,0.8626360855700487,3
427,CHNCXR_0280_0.png,0.8937228127790742,5
428,CHNCXR_0280_0.png,0.8937228127790742,7
429,CHNCXR_0280_0.png,0.8937228127790742,9
430,CHNCXR_0651_1.png,0.8268000773757153,1
431,CHNCXR_0651_1.png,0.8736269360181835,3
432,CHNCXR_0651_1.png,0.8736269360181835,5
433,CHNCXR_0651_1.png,0.9034180136394229,7
434,CHNCXR_0651_1.png,0.9150641278455253,9
435,CHNCXR_0534_1.png,0.7855997399501571,1
436,CHNCXR_0534_1.png,0.8620560277894964,3
437,CHNCXR_0534_1.png,0.8826010181813256,5
438,CHNCXR_0534_1.png,0.8826010181813256,7
439,CHNCXR_0534_1.png,0.8826010181813256,9
440,CHNCXR_0155_0.png,0.6285894003046951,1
441,CHNCXR_0155_0.png,0.6564962814529062,3
442,CHNCXR_0155_0.png,0.6981876173231224,5
443,CHNCXR_0155_0.png,0.7498839807800776,7
444,CHNCXR_0155_0.png,0.7498839807800776,9
445,CHNCXR_0650_1.png,0.8862665012916631,1
446,CHNCXR_0650_1.png,0.8862665012916631,3
447,CHNCXR_0650_1.png,0.8862665012916631,5
448,CHNCXR_0650_1.png,0.9081244983501293,7
449,CHNCXR_0650_1.png,0.9206634457339244,9
450,CHNCXR_0229_0.png,0.8359629903069852,1
451,CHNCXR_0229_0.png,0.8626239539064081,3
452,CHNCXR_0229_0.png,0.8626239539064081,5
453,CHNCXR_0229_0.png,0.8626239539064081,7
454,CHNCXR_0229_0.png,0.8626239539064081,9
455,CHNCXR_0617_1.png,0.852724170864896,1
456,CHNCXR_0617_1.png,0.8953616641277512,3
457,CHNCXR_0617_1.png,0.8953616641277512,5
458,CHNCXR_0617_1.png,0.8953616641277512,7
459,CHNCXR_0617_1.png,0.8953616641277512,9
460,CHNCXR_0113_0.png,0.8467059761308221,1
461,CHNCXR_0113_0.png,0.9173050089700145,3
462,CHNCXR_0113_0.png,0.9173050089700145,5
463,CHNCXR_0113_0.png,0.9173050089700145,7
464,CHNCXR_0113_0.png,0.9173050089700145,9
465,CHNCXR_0088_0.png,0.838307224471154,1
466,CHNCXR_0088_0.png,0.838307224471154,3
467,CHNCXR_0088_0.png,0.9039636337148066,5
468,CHNCXR_0088_0.png,0.9039636337148066,7
469,CHNCXR_0088_0.png,0.9039636337148066,9
470,CHNCXR_0159_0.png,0.9011001304291449,1
471,CHNCXR_0159_0.png,0.9011001304291449,3
472,CHNCXR_0159_0.png,0.9011001304291449,5
473,CHNCXR_0159_0.png,0.9011001304291449,7
474,CHNCXR_0159_0.png,0.9092781259077893,9
475,CHNCXR_0504_1.png,0.8586311727793584,1
476,CHNCXR_0504_1.png,0.8728242980399981,3
